Term	RawFrequency	RelativeFrequency
ἀπειλέω	18	1.44E-04
ἀλήθεια	18	1.44E-04
ἀγορά	18	1.44E-04
ἀγγέλλω	18	1.44E-04
ἄραβος	18	1.44E-04
ἄντικρυς	18	1.44E-04
ὑποπίμπρημι	17	1.36E-04
ὕστερος	17	1.36E-04
τύπτω	17	1.36E-04
τέρπω	17	1.36E-04
συνεργέω	17	1.36E-04
στρατός	17	1.36E-04
στρατιωτικός	17	1.36E-04
στρατεύω	17	1.36E-04
σκεδάννυμι	17	1.36E-04
προκόπτω	17	1.36E-04
πρέπω	17	1.36E-04
ποταμός	17	1.36E-04
πολίχνη	17	1.36E-04
πλήρης	17	1.36E-04
περαίας	17	1.36E-04
παρασκευή	17	1.36E-04
παλαιός	17	1.36E-04
οὔπω	17	1.36E-04
οἴχομαι	17	1.36E-04
ὅπου	17	1.36E-04
μισέω	17	1.36E-04
καταφρονέω	17	1.36E-04
κατάρχω	17	1.36E-04
κάλλος	17	1.36E-04
ἱερεύς	17	1.36E-04
ἐπιλείπω	17	1.36E-04
ἐπικαλέω	17	1.36E-04
ἐπανίστημι	17	1.36E-04
ἐπάγω	17	1.36E-04
ἐνταῦθα	17	1.36E-04
ἐμβολή	17	1.36E-04
ἐκβάλλω	17	1.36E-04
ἔνειμι	17	1.36E-04
διαμαρτάνω	17	1.36E-04
δεσμώτης	17	1.36E-04
δεξιά	17	1.36E-04
αὐλή	17	1.36E-04
αἰκίζομαι	17	1.36E-04
αἰδέομαι	17	1.36E-04
ἀρκέω	17	1.36E-04
ἀνίστημι	17	1.36E-04
ἀνατίθημι	17	1.36E-04
ἀναστέλλω	17	1.36E-04
ἀκοή	17	1.36E-04
ἀγωνίζομαι	17	1.36E-04
ἄριστος	17	1.36E-04
φιλία	16	1.28E-04
ὑπάρχω	16	1.28E-04
σπουδάζω	16	1.28E-04
προθυμία	16	1.28E-04
πρόσταγμα	16	1.28E-04
πρόγονος	16	1.28E-04
πού	16	1.28E-04
πόνος	16	1.28E-04
πέρας	16	1.28E-04
παραμένω	16	1.28E-04
παράστημα	16	1.28E-04
παντοῖος	16	1.28E-04
πάνυ	16	1.28E-04
ὁμολογέω	16	1.28E-04
ὅρκος	16	1.28E-04
ὀχυρός	16	1.28E-04
μεταλαμβάνω	16	1.28E-04
κέρδος	16	1.28E-04
καρπός	16	1.28E-04
εἰσάγω	16	1.28E-04
ἑλέπολις	16	1.28E-04
ἕνεκα	16	1.28E-04
ἐκφέρω	16	1.28E-04
ἐκτρέχω	16	1.28E-04
ἐγείρω	16	1.28E-04
ἔνθεν	16	1.28E-04
διέξειμι	16	1.28E-04
διαθήκη	16	1.28E-04
γάμος	16	1.28E-04
βωμός	16	1.28E-04
βάρβαρος	16	1.28E-04
βάθος	16	1.28E-04
αἰτέω	16	1.28E-04
ἁμαρτάνω	16	1.28E-04
ἀφηγέομαι	16	1.28E-04
ἀργός	16	1.28E-04
ἀποστρέφω	16	1.28E-04
ἀποκρίνω	16	1.28E-04
ἀπαγγέλλω	16	1.28E-04
ἀνήκεστος	16	1.28E-04
ἀναφέρω	16	1.28E-04
ἀγανάκτησις	16	1.28E-04
ἄνειμι	16	1.28E-04
χωρίζω	15	1.20E-04
ὑπέχω	15	1.20E-04
τύριος	15	1.20E-04
τοπαρχία	15	1.20E-04
τιμωρέω	15	1.20E-04
τεκμήριον	15	1.20E-04
ταύτῃ	15	1.20E-04
ταπεινός	15	1.20E-04
συνωθέω	15	1.20E-04
συμφεύγω	15	1.20E-04
σύρος	15	1.20E-04
σύμβουλος	15	1.20E-04
στρατηγέω	15	1.20E-04
στασιάζω	15	1.20E-04
σπήλαιον	15	1.20E-04
σικάριος	15	1.20E-04
σβέννυμι	15	1.20E-04
σαμάρεια	15	1.20E-04
ῥοπή	15	1.20E-04
ῥαίδιον	15	1.20E-04
πρέσβις	15	1.20E-04
πολυτέλεια	15	1.20E-04
περιίστημι	15	1.20E-04
παρατάσσω	15	1.20E-04
παράγγελμα	15	1.20E-04
παντάπασι	15	1.20E-04
ὅρος	15	1.20E-04
ὄλεθρος	15	1.20E-04
μειράκιον	15	1.20E-04
μέρα	15	1.20E-04
λείψανον	15	1.20E-04
κόλασις	15	1.20E-04
κίνημα	15	1.20E-04
κειμήλιον	15	1.20E-04
κατορθόω	15	1.20E-04
καταστέλλω	15	1.20E-04
καταρρίπτω	15	1.20E-04
καθόλου	15	1.20E-04
θυρεός	15	1.20E-04
θερμός	15	1.20E-04
εἴτε	15	1.20E-04
ἑκατοντάρχης	15	1.20E-04
ἐφέζομαι	15	1.20E-04
ἐπιφέρω	15	1.20E-04
ἐπιφανής	15	1.20E-04
ἐπαίρω	15	1.20E-04
ἐξελαύνω	15	1.20E-04
ἐντός	15	1.20E-04
ἐναντίος	15	1.20E-04
ἔνιοι	15	1.20E-04
ἔνδοθεν	15	1.20E-04
ἔλεγχος	15	1.20E-04
δωρεά	15	1.20E-04
δικαστής	15	1.20E-04
διακρίνω	15	1.20E-04
διάστημα	15	1.20E-04
δῆλος	15	1.20E-04
βλάπτω	15	1.20E-04
βίος	15	1.20E-04
βασίλη	15	1.20E-04
αἰσχρός	15	1.20E-04
αἰκία	15	1.20E-04
αἰγύπτιος	15	1.20E-04
ἀφορμή	15	1.20E-04
ἀρχιέρεως	15	1.20E-04
ἀποφαίνω	15	1.20E-04
ἀντικρύ	15	1.20E-04
ἀναπαύω	15	1.20E-04
ἀναγκάζω	15	1.20E-04
ἀμηχανία	15	1.20E-04
ἀδικέω	15	1.20E-04
ἀδιάλειπτος	15	1.20E-04
ἄγγελος	15	1.20E-04
χρήσιμος	14	1.12E-04
φωράω	14	1.12E-04
φήμη	14	1.12E-04
ὑποπτεύω	14	1.12E-04
ὑπόνοια	14	1.12E-04
τιμάω	14	1.12E-04
τέως	14	1.12E-04
συντάσσω	14	1.12E-04
συνθήκη	14	1.12E-04
σύνταγμα	14	1.12E-04
σκέπτομαι	14	1.12E-04
σαμαρεύς	14	1.12E-04
πταῖσμα	14	1.12E-04
προσκυνέω	14	1.12E-04
προέχω	14	1.12E-04
προδότης	14	1.12E-04
πρόσωπον	14	1.12E-04
πρέσβυς	14	1.12E-04
πορίζω	14	1.12E-04
πεντακισχίλιοι	14	1.12E-04
πεῖρα	14	1.12E-04
πέδιον	14	1.12E-04
παραλείπω	14	1.12E-04
ξένος	14	1.12E-04
νέμω	14	1.12E-04
μετανοέω	14	1.12E-04
μεταβολεύς	14	1.12E-04
μείρομαι	14	1.12E-04
κρείσσων	14	1.12E-04
κλαύδιος	14	1.12E-04
καταπίπτω	14	1.12E-04
κατάλυσις	14	1.12E-04
ἰδιώτης	14	1.12E-04
ἥλιος	14	1.12E-04
ἠώς	14	1.12E-04
ζηλωτός	14	1.12E-04
εὐδαιμονία	14	1.12E-04
εὐγένεια	14	1.12E-04
ἑξακισχίλιοι	14	1.12E-04
ἑκών	14	1.12E-04
ἑβδομάς	14	1.12E-04
ἐπίσημον	14	1.12E-04
ἐξαιρέω	14	1.12E-04
ἔγκλημα	14	1.12E-04
δωρέομαι	14	1.12E-04
δυναστεία	14	1.12E-04
διαφορά	14	1.12E-04
διανέμω	14	1.12E-04
διαλλάσσω	14	1.12E-04
διαλανθάνω	14	1.12E-04
διαγγέλλω	14	1.12E-04
δάκρυον	14	1.12E-04
γωνία	14	1.12E-04
βοείη	14	1.12E-04
βασανίζω	14	1.12E-04
αἰδώ	14	1.12E-04
ἀσέβεια	14	1.12E-04
ἀρχαῖος	14	1.12E-04
ἀπορία	14	1.12E-04
ἀναγκαῖος	14	1.12E-04
ἀμελέω	14	1.12E-04
ἀέκων	14	1.12E-04
ἀδόκητος	14	1.12E-04
ἀγείρω	14	1.12E-04
ἄφιξις	14	1.12E-04
ἄνοδος	14	1.12E-04
ἄμφω	14	1.12E-04
ψεύδω	13	1.04E-04
χείρων	13	1.04E-04
φίλτατος	13	1.04E-04
φθέγγομαι	13	1.04E-04
ὑποχωρέω	13	1.04E-04
ὑμέτερος	13	1.04E-04
τυραννίς	13	1.04E-04
τοίνυν	13	1.04E-04
τάσσω	13	1.04E-04
σωρεύω	13	1.04E-04
συμβολή	13	1.04E-04
συγγενεύς	13	1.04E-04
σύρω	13	1.04E-04
σύνταξις	13	1.04E-04
σύνειμι	13	1.04E-04
στενός	13	1.04E-04
στασιώδης	13	1.04E-04
σπάω	13	1.04E-04
σκοπάω	13	1.04E-04
σαφής	13	1.04E-04
πτῶμα	13	1.04E-04
πταίρω	13	1.04E-04
προσγίγνομαι	13	1.04E-04
προσάρκτιος	13	1.04E-04
προδίδωμι	13	1.04E-04
πρόσοδος	13	1.04E-04
πλούσιος	13	1.04E-04
πλήσσω	13	1.04E-04
πλεονεξία	13	1.04E-04
πλεονεκτέω	13	1.04E-04
περεῖδον	13	1.04E-04
πεδίον	13	1.04E-04
παρακροτέω	13	1.04E-04
παραβάλλω	13	1.04E-04
παράδοσις	13	1.04E-04
οἰκτείρω	13	1.04E-04
ὁπότε	13	1.04E-04
ὁμόνοια	13	1.04E-04
ὀφθαλμός	13	1.04E-04
ὀρεινός	13	1.04E-04
ὄχλος	13	1.04E-04
μεταπέμπω	13	1.04E-04
κτίζω	13	1.04E-04
κόρος	13	1.04E-04
καταβάλλω	13	1.04E-04
καινός	13	1.04E-04
κάτειμι	13	1.04E-04
ἱκέτης	13	1.04E-04
θύω	13	1.04E-04
θάσσων	13	1.04E-04
θάπτω	13	1.04E-04
ἦθος	13	1.04E-04
εὐταξία	13	1.04E-04
εὐπραγία	13	1.04E-04
εἰκάς	13	1.04E-04
ἕβδομος	13	1.04E-04
ἐφίημι	13	1.04E-04
ἐπαύω	13	1.04E-04
ἐντολή	13	1.04E-04
ἐνέδρα	13	1.04E-04
ἐάν	13	1.04E-04
ἔρως	13	1.04E-04
διηνεκής	13	1.04E-04
διαβαίνω	13	1.04E-04
δημοτικός	13	1.04E-04
δημότης	13	1.04E-04
γέρων	13	1.04E-04
γαῗος	13	1.04E-04
βουλεύς	13	1.04E-04
βῆμα	13	1.04E-04
ἀποτέμνω	13	1.04E-04
ἀποσκευάζω	13	1.04E-04
ἀπολαμβάνω	13	1.04E-04
ἀντιόχειος	13	1.04E-04
ἀνατρέπω	13	1.04E-04
ἀναπίμπλημι	13	1.04E-04
ἀκριβής	13	1.04E-04
ἀγών	13	1.04E-04
ἄρκτος	13	1.04E-04
φλέγω	12	9.58E-05
ὑποσχέθω	12	9.58E-05
ὑπολείπω	12	9.58E-05
ὑποκρίνομαι	12	9.58E-05
τρέχω	12	9.58E-05
τοιόσδε	12	9.58E-05
τιβέριος	12	9.58E-05
τίμιος	12	9.58E-05
τέταρτος	12	9.58E-05
ταχύς	12	9.58E-05
σφαγή	12	9.58E-05
συντρέχω	12	9.58E-05
συντελέω	12	9.58E-05
συνελαύνω	12	9.58E-05
συμμαχία	12	9.58E-05
συμβουλεύω	12	9.58E-05
σύνεσις	12	9.58E-05
σύνεῖδον	12	9.58E-05
σύγκλητος	12	9.58E-05
στόμα	12	9.58E-05
σπαράσσω	12	9.58E-05
σκοπός	12	9.58E-05
σεβαστός	12	9.58E-05
προκινδυνεύω	12	9.58E-05
πικρός	12	9.58E-05
περιέρχομαι	12	9.58E-05
πένθος	12	9.58E-05
πατρῷος	12	9.58E-05
πάροδος	12	9.58E-05
οὐσία	12	9.58E-05
οἰμωγή	12	9.58E-05
οἰκήτωρ	12	9.58E-05
ὁπλίζω	12	9.58E-05
ὁδεύω	12	9.58E-05
ὀξυβελής	12	9.58E-05
ὀξύς	12	9.58E-05
ὀνειδίζω	12	9.58E-05
ὄμμα	12	9.58E-05
ξιφήρης	12	9.58E-05
νήπιος	12	9.58E-05
νεανίης	12	9.58E-05
μηνύω	12	9.58E-05
μεστός	12	9.58E-05
λευκός	12	9.58E-05
κτῆμα	12	9.58E-05
κρίσις	12	9.58E-05
κράζω	12	9.58E-05
κοῦφος	12	9.58E-05
κατήγορος	12	9.58E-05
καθίημι	12	9.58E-05
ἱστορία	12	9.58E-05
ἴλη	12	9.58E-05
ἡσυχῆ	12	9.58E-05
εὐχή	12	9.58E-05
εὔχομαι	12	9.58E-05
εἴσω	12	9.58E-05
ἐφίζω	12	9.58E-05
ἐπιπίπτω	12	9.58E-05
ἐπιλέγω	12	9.58E-05
ἐπικρατέω	12	9.58E-05
ἐπειδάν	12	9.58E-05
ἐπάλληλος	12	9.58E-05
ἐξυβρίζω	12	9.58E-05
ἐξέρχομαι	12	9.58E-05
ἐμπόδιος	12	9.58E-05
ἐγκαθίστημι	12	9.58E-05
διελέγχω	12	9.58E-05
διατίθημι	12	9.58E-05
διακόπτω	12	9.58E-05
δέησις	12	9.58E-05
γύναιον	12	9.58E-05
γαμέω	12	9.58E-05
βοηθός	12	9.58E-05
αὐλίζομαι	12	9.58E-05
αἰγιαλός	12	9.58E-05
ἀσεβής	12	9.58E-05
ἀποχράω	12	9.58E-05
ἀπολογέομαι	12	9.58E-05
ἀπόρρητος	12	9.58E-05
ἀπιστέω	12	9.58E-05
ἀξίωμα	12	9.58E-05
ἀνέδην	12	9.58E-05
ἀναπείθω	12	9.58E-05
ἀνακόπτω	12	9.58E-05
ἀναβοάω	12	9.58E-05
ἀκολουθέω	12	9.58E-05
ἀκμή	12	9.58E-05
ἀκίνδυνος	12	9.58E-05
ἀθυμία	12	9.58E-05
ἀδεής	12	9.58E-05
ἄργυρος	12	9.58E-05
ἄδηλος	12	9.58E-05
ψόφος	11	8.79E-05
φυλακεύς	11	8.79E-05
φῖλος	11	8.79E-05
ὑποστέλλω	11	8.79E-05
ὑπορύσσω	11	8.79E-05
ὑπάγω	11	8.79E-05
ὑβρίζω	11	8.79E-05
τραυματίας	11	8.79E-05
τηνικαῦτα	11	8.79E-05
τέμνω	11	8.79E-05
σχεδόν	11	8.79E-05
σφαλερός	11	8.79E-05
συνήθης	11	8.79E-05
σπείρω	11	8.79E-05
σός	11	8.79E-05
σκυθρωπός	11	8.79E-05
σημαία	11	8.79E-05
σαμαρείτης	11	8.79E-05
προσχωρέω	11	8.79E-05
προλαμβάνω	11	8.79E-05
προεῖπον	11	8.79E-05
πορεία	11	8.79E-05
πολυτελής	11	8.79E-05
πολίτης	11	8.79E-05
πηλούσιον	11	8.79E-05
περισπάω	11	8.79E-05
πέλαγος	11	8.79E-05
παραπλήσιος	11	8.79E-05
παραγγέλλω	11	8.79E-05
πανοπλία	11	8.79E-05
πάντως	11	8.79E-05
οὐδαμός	11	8.79E-05
οἰκοδομέω	11	8.79E-05
ὀκτώ	11	8.79E-05
ξυστόν	11	8.79E-05
νοσέω	11	8.79E-05
μηκέτι	11	8.79E-05
μεσημβρία	11	8.79E-05
μέμφομαι	11	8.79E-05
μανθάνω	11	8.79E-05
λεία	11	8.79E-05
κρημνός	11	8.79E-05
κερδαίνω	11	8.79E-05
κατοικέω	11	8.79E-05
κατακοντίζω	11	8.79E-05
καταγιγνώσκω	11	8.79E-05
κακία	11	8.79E-05
ἱκανός	11	8.79E-05
ἰσχύω	11	8.79E-05
θυμόω	11	8.79E-05
θησαυρός	11	8.79E-05
θέα	11	8.79E-05
θαυμάσιος	11	8.79E-05
ἡσυχία	11	8.79E-05
ζωγρέω	11	8.79E-05
εἰρηνικός	11	8.79E-05
εἴδομαι	11	8.79E-05
ἐρεθίζω	11	8.79E-05
ἐπιθυμία	11	8.79E-05
ἐπίσημος	11	8.79E-05
ἐπαμάω	11	8.79E-05
ἐπάνω	11	8.79E-05
ἐξέπειμι	11	8.79E-05
ἐξαπίνης	11	8.79E-05
ἐξαίφνης	11	8.79E-05
ἐνδείκνυμι	11	8.79E-05
ἐνδέω	11	8.79E-05
ἐκκαίω	11	8.79E-05
ἔννοια	11	8.79E-05
δυσχωρία	11	8.79E-05
δυνάτης	11	8.79E-05
διαρκέω	11	8.79E-05
διαλείπω	11	8.79E-05
διαδέχομαι	11	8.79E-05
διάδημα	11	8.79E-05
δαψιλής	11	8.79E-05
γυμνός	11	8.79E-05
γηραιός	11	8.79E-05
βουλή	11	8.79E-05
βοή	11	8.79E-05
βλασφημέω	11	8.79E-05
βιάω	11	8.79E-05
βασιλίς	11	8.79E-05
αἴσθησις	11	8.79E-05
ἁμάρτημα	11	8.79E-05
ἀσθένεια	11	8.79E-05
ἀποτρέπω	11	8.79E-05
ἀποστέλλω	11	8.79E-05
ἀποβαίνω	11	8.79E-05
ἀπάτη	11	8.79E-05
ἀναίρεσις	11	8.79E-05
ἀναζεύγνυμι	11	8.79E-05
ἀνάλωμα	11	8.79E-05
ἀνάθημα	11	8.79E-05
ἀλεξάνδρη	11	8.79E-05
ἀλγηδών	11	8.79E-05
ἄνωθεν	11	8.79E-05
ἄλογος	11	8.79E-05
ἄκρον	11	8.79E-05
χορηγέω	10	7.99E-05
χάρις	10	7.99E-05
φροντίς	10	7.99E-05
φιλοτιμία	10	7.99E-05
φιλόφρων	10	7.99E-05
φθορά	10	7.99E-05
φειδός	10	7.99E-05
ὑποτέμνω	10	7.99E-05
ὑπόσχεσις	10	7.99E-05
ὑπερέχω	10	7.99E-05
τολμηρός	10	7.99E-05
τόλμημα	10	7.99E-05
σφάζω	10	7.99E-05
συμμένω	10	7.99E-05
συμβολεύς	10	7.99E-05
σπεῖρα	10	7.99E-05
σκάφη	10	7.99E-05
σημαίνω	10	7.99E-05
ῥύομαι	10	7.99E-05
ῥίζα	10	7.99E-05
πρόδηλος	10	7.99E-05
πρεσβεύω	10	7.99E-05
πληγάς	10	7.99E-05
περιτίθημι	10	7.99E-05
περισσός	10	7.99E-05
περιμένω	10	7.99E-05
πεντεκαιδέκατος	10	7.99E-05
παραφυλάσσω	10	7.99E-05
πανοῦργος	10	7.99E-05
ὁρίζω	10	7.99E-05
ὁμοῦ	10	7.99E-05
ξύλον	10	7.99E-05
μετάνοια	10	7.99E-05
μεσημβρινός	10	7.99E-05
μάρτυς	10	7.99E-05
κύριος	10	7.99E-05
κράτος	10	7.99E-05
κόπτω	10	7.99E-05
κλάω	10	7.99E-05
κενός	10	7.99E-05
κέω	10	7.99E-05
κατατείνω	10	7.99E-05
κακίζω	10	7.99E-05
καθαιρέω	10	7.99E-05
θρίαμβος	10	7.99E-05
θεμέλιος	10	7.99E-05
θέατρον	10	7.99E-05
θαυμαστός	10	7.99E-05
εὐφημία	10	7.99E-05
εὐσέβεια	10	7.99E-05
εὐεργέτης	10	7.99E-05
εἶτα	10	7.99E-05
ἑταῖρος	10	7.99E-05
ἕλκω	10	7.99E-05
ἐρῶ	10	7.99E-05
ἐρημόω	10	7.99E-05
ἐπιχείρησις	10	7.99E-05
ἐπέξειμι	10	7.99E-05
ἐξηγέομαι	10	7.99E-05
ἐννέα	10	7.99E-05
ἐνδοτέρω	10	7.99E-05
ἐλέγχω	10	7.99E-05
διερευνάω	10	7.99E-05
διαφυλάσσω	10	7.99E-05
διαφίημι	10	7.99E-05
δίαιτα	10	7.99E-05
δείκνυμι	10	7.99E-05
δαπανάω	10	7.99E-05
δαμασκός	10	7.99E-05
δακρύω	10	7.99E-05
γνήσιος	10	7.99E-05
γεννάω	10	7.99E-05
βόα	10	7.99E-05
βαρύς	10	7.99E-05
βαθμός	10	7.99E-05
αὐτόθι	10	7.99E-05
αἰδώς	10	7.99E-05
ἀσεβέω	10	7.99E-05
ἀποσκευή	10	7.99E-05
ἀποπειράομαι	10	7.99E-05
ἀποδέω	10	7.99E-05
ἀνωθέω	10	7.99E-05
ἀνθρώπινος	10	7.99E-05
ἀνατείνω	10	7.99E-05
ἀναστρέφω	10	7.99E-05
ἀνασταυρόω	10	7.99E-05
ἀναθαρσέω	10	7.99E-05
ἀκρίβεια	10	7.99E-05
ἀδοξέω	10	7.99E-05
ἄφεσις	10	7.99E-05
ἄπορος	10	7.99E-05
ἄθλιος	10	7.99E-05
ψευδής	9	7.19E-05
χερμάς	9	7.19E-05
χαρά	9	7.19E-05
φθείρω	9	7.19E-05
ὑποδείδω	9	7.19E-05
τυραννεύω	9	7.19E-05
τράπεζα	9	7.19E-05
τοῖχος	9	7.19E-05
τετράρχης	9	7.19E-05
τέχνη	9	7.19E-05
τέμενος	9	7.19E-05
σωφρονέω	9	7.19E-05
συρράσσω	9	7.19E-05
συνοικίζω	9	7.19E-05
συνέδριον	9	7.19E-05
συναπόλλυμι	9	7.19E-05
συλάω	9	7.19E-05
συγκροτέω	9	7.19E-05
σύντονος	9	7.19E-05
στρατήγημα	9	7.19E-05
στράτευμα	9	7.19E-05
στενάζω	9	7.19E-05
στέφανος	9	7.19E-05
σκαῦρος	9	7.19E-05
σκάφος	9	7.19E-05
προτείνω	9	7.19E-05
προσφεύγω	9	7.19E-05
προσβαίνω	9	7.19E-05
προίστημι	9	7.19E-05
προβάλλω	9	7.19E-05
πρεσβευτής	9	7.19E-05
πολεμικός	9	7.19E-05
πόσος	9	7.19E-05
πλευρά	9	7.19E-05
περιγίγνομαι	9	7.19E-05
παρρησία	9	7.19E-05
παρεμβολή	9	7.19E-05
παρανομέω	9	7.19E-05
παραβαίνω	9	7.19E-05
παράλιον	9	7.19E-05
πάνουργος	9	7.19E-05
οἰκέτης	9	7.19E-05
ὅπη	9	7.19E-05
ὀκτακισχίλιοι	9	7.19E-05
ὄμνυμι	9	7.19E-05
νοέω	9	7.19E-05
μιμνήσκω	9	7.19E-05
μιαρός	9	7.19E-05
μίγνυμι	9	7.19E-05
μετρέω	9	7.19E-05
μετέχω	9	7.19E-05
μεταφέρω	9	7.19E-05
μεταδίδωμι	9	7.19E-05
μέτρον	9	7.19E-05
λογίζομαι	9	7.19E-05
λαγχάνω	9	7.19E-05
κολακεία	9	7.19E-05
κλῖμαξ	9	7.19E-05
κηρύσσω	9	7.19E-05
κερεάλιος	9	7.19E-05
καταχέω	9	7.19E-05
καταφαίνω	9	7.19E-05
κατασχάω	9	7.19E-05
κατασείω	9	7.19E-05
καπετώλιον	9	7.19E-05
καθέζομαι	9	7.19E-05
καθάπτω	9	7.19E-05
κάστωρ	9	7.19E-05
κάματος	9	7.19E-05
ἱκεσία	9	7.19E-05
θύρα	9	7.19E-05
ἡδύς	9	7.19E-05
ἡδονά	9	7.19E-05
ἧσσα	9	7.19E-05
ἥμερος	9	7.19E-05
εὐγενής	9	7.19E-05
εὔπορος	9	7.19E-05
εἰσβολή	9	7.19E-05
εἰκαῖος	9	7.19E-05
ἑλλάς	9	7.19E-05
ἑκατέρωθεν	9	7.19E-05
ἐρείπιον	9	7.19E-05
ἐπιδίδωμι	9	7.19E-05
ἐπίδειξις	9	7.19E-05
ἐνσκευάζω	9	7.19E-05
ἐλασσόω	9	7.19E-05
ἐλάχιστος	9	7.19E-05
ἐκκόπτω	9	7.19E-05
ἔνοπλος	9	7.19E-05
δωδέκατος	9	7.19E-05
δώδεκα	9	7.19E-05
δυσάλωτος	9	7.19E-05
δραστήριος	9	7.19E-05
δορύφορος	9	7.19E-05
δόλος	9	7.19E-05
διελαύνω	9	7.19E-05
διαμένω	9	7.19E-05
διακωλύω	9	7.19E-05
διακρούω	9	7.19E-05
δημήτριος	9	7.19E-05
δείλη	9	7.19E-05
δαιμόνιος	9	7.19E-05
γλῶσσα	9	7.19E-05
γέμω	9	7.19E-05
αὐτόματος	9	7.19E-05
αἰχμαλωτίζω	9	7.19E-05
αἰσθάνομαι	9	7.19E-05
ἀφύλακτος	9	7.19E-05
ἀφετήριος	9	7.19E-05
ἀρέτας	9	7.19E-05
ἀποφράγνυμι	9	7.19E-05
ἀποπέμπω	9	7.19E-05
ἀπολογία	9	7.19E-05
ἀπολαύω	9	7.19E-05
ἀποδύρομαι	9	7.19E-05
ἀνύω	9	7.19E-05
ἀντοχέομαι	9	7.19E-05
ἀνακαλέω	9	7.19E-05
ἀμέλει	9	7.19E-05
ἀκμάζω	9	7.19E-05
ἀήρ	9	7.19E-05
ἀδίκημα	9	7.19E-05
ἆρα	9	7.19E-05
ἄσμενος	9	7.19E-05
ἄσημος	9	7.19E-05
ἄρος	9	7.19E-05
ἄνοπλος	9	7.19E-05
ἄκριτος	9	7.19E-05
ἄδικος	9	7.19E-05
ὠκεανός	8	6.39E-05
ψυχρός	8	6.39E-05
χθαμαλός	8	6.39E-05
χαλεπαίνω	8	6.39E-05
χαίρω	8	6.39E-05
φυγάς	8	6.39E-05
φόρον	8	6.39E-05
φιλέω	8	6.39E-05
ὑφίημι	8	6.39E-05
ὑστεραῖος	8	6.39E-05
ὑπερβαίνω	8	6.39E-05
