work,verbs,articles,nouns,pronouns,adjectives,prepositions,particles,conjunctions,unknowns,adverbs,propers,interjections
A,0.1794871795,0.1025641026,0.1794871795,0.0512820513,0.0769230769,0.1025641026,0.0769230769,0.1025641026,0.0769230769,0,0.0512820513,0
A,0.1666666667,0.25,0.1666666667,0.25,0.0833333333,0,0.0833333333,0,0,0,0,0
A,0.1428571429,0.2142857143,0.0714285714,0.0476190476,0.2380952381,0.0714285714,0.0476190476,0.0714285714,0.0476190476,0.0238095238,0.0238095238,0
A,0.2307692308,0.1538461538,0.0769230769,0.1538461538,0.0769230769,0.1153846154,0.0384615385,0.0769230769,0.0384615385,0,0.0384615385,0
A,0.1481481481,0.1111111111,0.1481481481,0.1111111111,0.0740740741,0.1111111111,0.0740740741,0.0740740741,0.037037037,0.0740740741,0.037037037,0
A,0.21875,0.15625,0.125,0.09375,0.125,0.0625,0.03125,0.0625,0.09375,0.03125,0,0
A,0.2380952381,0.1666666667,0.0714285714,0.0714285714,0.1428571429,0.0476190476,0.0476190476,0.1428571429,0.0476190476,0,0.0238095238,0
A,0.32,0.08,0.04,0.12,0.04,0.08,0.16,0.04,0.04,0.04,0.04,0
A,0.2857142857,0,0.1428571429,0,0,0,0.2857142857,0,0.2857142857,0,0,0
A,0.3636363636,0.1818181818,0.0909090909,0.0909090909,0,0,0.0909090909,0,0.1818181818,0,0,0
A,0.125,0.25,0.1875,0.0625,0.25,0.0625,0.0625,0,0,0,0,0
A,0.2830188679,0.1509433962,0.0754716981,0.1320754717,0.0377358491,0.0943396226,0.0377358491,0.0754716981,0.0377358491,0.0566037736,0.0188679245,0
A,0.2222222222,0.1666666667,0.1111111111,0.0555555556,0.1111111111,0.1666666667,0.1666666667,0,0,0,0,0
A,0.12,0.16,0.08,0.24,0.04,0.08,0,0.04,0.12,0.12,0,0
A,0.2765957447,0.1276595745,0.1489361702,0.1276595745,0.0212765957,0.0425531915,0.085106383,0.1063829787,0.0638297872,0,0,0
A,0.2,0,0,0.4,0.2,0,0.2,0,0,0,0,0
A,0.4166666667,0.1666666667,0.0833333333,0.1666666667,0,0,0.0833333333,0,0,0,0.0833333333,0
A,0.1785714286,0.1428571429,0.1428571429,0.1071428571,0.0357142857,0.1428571429,0.0357142857,0.0714285714,0.1071428571,0.0357142857,0,0
A,0.3333333333,0.0666666667,0.1333333333,0.1333333333,0.2,0.0666666667,0.0666666667,0,0,0,0,0
A,0.25,0.1666666667,0.0833333333,0,0.25,0,0.0833333333,0.1666666667,0,0,0,0
A,0.2631578947,0.1578947368,0.1578947368,0.1052631579,0,0.052631579,0.052631579,0,0.1052631579,0.1052631579,0,0
A,0.5,0,0,0.1666666667,0,0,0.1666666667,0,0,0.1666666667,0,0
A,0.3157894737,0.1578947368,0.052631579,0.1052631579,0.052631579,0.052631579,0.052631579,0.052631579,0.1052631579,0,0.052631579,0
A,0.2222222222,0.2777777778,0.2222222222,0,0.1111111111,0,0.0555555556,0.1111111111,0,0,0,0
A,0.25,0.0625,0.125,0.125,0.125,0.0625,0,0.0625,0.125,0,0.0625,0
A,0.2564102564,0.1538461538,0.1794871795,0.0512820513,0.1025641026,0.0769230769,0.0256410256,0.0512820513,0.0769230769,0.0256410256,0,0
A,0.1111111111,0.2222222222,0.0555555556,0,0.1111111111,0.0555555556,0.0555555556,0.1111111111,0.2777777778,0,0,0
A,0.15,0.25,0.1,0.15,0.05,0,0.05,0.05,0.05,0.1,0.05,0
A,0.1818181818,0.2424242424,0.1212121212,0.0606060606,0.0303030303,0.0606060606,0.1212121212,0.0303030303,0.1515151515,0,0,0
A,0.1111111111,0.2222222222,0.2222222222,0.1111111111,0,0,0.1111111111,0.1111111111,0,0.1111111111,0,0
A,0.0833333333,0.3333333333,0.1666666667,0.0416666667,0.0833333333,0.0416666667,0.125,0,0.0833333333,0,0.0416666667,0
A,0.3275862069,0.1379310345,0.1034482759,0.0689655172,0.0172413793,0.0689655172,0.0344827586,0.0862068966,0.0517241379,0.0862068966,0.0172413793,0
A,0.0952380952,0.2380952381,0.0952380952,0.0476190476,0.2380952381,0.1428571429,0.0476190476,0,0.0952380952,0,0,0
A,0.3043478261,0.2173913043,0.0869565217,0,0.1304347826,0,0.1304347826,0.0434782609,0.0434782609,0.0434782609,0,0
A,0.2,0,0,0,0.4,0,0.2,0.2,0,0,0,0
A,0.4166666667,0.0833333333,0.1666666667,0,0,0.0833333333,0.0833333333,0.0833333333,0,0.0833333333,0,0
A,0.2121212121,0.1818181818,0.0606060606,0.0303030303,0.0909090909,0.0909090909,0.0606060606,0.0606060606,0.0909090909,0.0606060606,0.0606060606,0
A,0.1666666667,0.2777777778,0.2777777778,0,0.0555555556,0.0555555556,0,0.0555555556,0.0555555556,0,0.0555555556,0
A,0.2222222222,0.2222222222,0.1666666667,0.1111111111,0.0555555556,0.0555555556,0.1666666667,0,0,0,0,0
A,0.2857142857,0,0,0.1428571429,0,0.1428571429,0.1428571429,0,0.2857142857,0,0,0
A,0.2558139535,0.1627906977,0.1162790698,0.0930232558,0.1046511628,0.0697674419,0.0465116279,0.0697674419,0.011627907,0.0697674419,0,0
A,0.3043478261,0.1739130435,0.1304347826,0.0434782609,0,0.0869565217,0.1304347826,0.0869565217,0.0434782609,0,0,0
A,0.1428571429,0.1428571429,0,0.1428571429,0.1428571429,0,0.2857142857,0,0.1428571429,0,0,0
A,0.175,0.2,0.15,0.025,0.075,0.1,0.025,0.05,0.175,0,0.025,0
A,0.2173913043,0.1304347826,0.0869565217,0.0869565217,0.1739130435,0.1304347826,0.1739130435,0,0,0,0,0
A,0.0833333333,0.1666666667,0.3333333333,0,0,0.0833333333,0.0833333333,0.1666666667,0,0.0833333333,0,0
A,0.1612903226,0.1612903226,0.1612903226,0.1290322581,0.0967741936,0.1612903226,0.064516129,0.0322580645,0.0322580645,0,0,0
A,0.2291666667,0.1458333333,0.1666666667,0.0625,0.125,0.0833333333,0.0625,0.0833333333,0,0.0416666667,0,0
A,0.1578947368,0.1842105263,0.1052631579,0.052631579,0.1842105263,0.1052631579,0.0263157895,0.1052631579,0.052631579,0.0263157895,0,0
A,0.1538461538,0.1153846154,0.1153846154,0.1153846154,0.1538461538,0.1923076923,0.1153846154,0,0,0.0384615385,0,0
A,0.1851851852,0.1851851852,0.1481481481,0.0740740741,0.1481481481,0.0740740741,0.0740740741,0.0740740741,0,0.037037037,0,0
A,0.0714285714,0.1428571429,0.2142857143,0.0714285714,0.0714285714,0.0714285714,0.0714285714,0.0714285714,0.1428571429,0,0.0714285714,0
A,0.1,0.3,0.3,0.1,0,0,0.1,0.1,0,0,0,0
A,0.1612903226,0.0967741936,0.0967741936,0.064516129,0.0967741936,0.1290322581,0.0322580645,0.0967741936,0.1612903226,0.0322580645,0.0322580645,0
A,0.1111111111,0.1111111111,0.2222222222,0.1111111111,0,0.1111111111,0.1111111111,0.1111111111,0.1111111111,0,0,0
A,0.25,0.1875,0.1875,0.0625,0.0416666667,0.1041666667,0.0208333333,0.0833333333,0.0416666667,0.0208333333,0,0
A,0.28125,0.15625,0.09375,0.21875,0.03125,0.09375,0.03125,0.09375,0,0,0,0
A,0.2307692308,0.0769230769,0.2307692308,0.0769230769,0.0769230769,0,0.0769230769,0.1538461538,0,0.0769230769,0,0
A,0.2142857143,0.2142857143,0.1785714286,0.0714285714,0.1071428571,0.0357142857,0.0714285714,0.0714285714,0.0357142857,0,0,0
A,0.4,0.3,0.1,0,0.1,0,0.1,0,0,0,0,0
A,0.1538461538,0.0769230769,0.1538461538,0.0769230769,0,0.0769230769,0.1538461538,0.0769230769,0.1538461538,0.0769230769,0,0
A,0.2857142857,0.0714285714,0,0.1428571429,0.1428571429,0,0.1428571429,0.1428571429,0,0.0714285714,0,0
A,0.2307692308,0.2307692308,0.1923076923,0.0384615385,0.0384615385,0.0384615385,0.1153846154,0.0769230769,0.0384615385,0,0,0
A,0.1764705882,0.1960784314,0.1176470588,0.0392156863,0.0980392157,0.1176470588,0.0588235294,0.0980392157,0.0392156863,0.0588235294,0,0
A,0.2727272727,0.1818181818,0.1818181818,0.1818181818,0,0,0.0909090909,0.0909090909,0,0,0,0
A,0.1,0.2,0.3,0,0,0.1,0.1,0.1,0.1,0,0,0
A,0.2307692308,0.1538461538,0.0769230769,0.1538461538,0.1538461538,0.0769230769,0.0769230769,0.0769230769,0,0,0,0
A,0.2083333333,0.2083333333,0.1666666667,0.1041666667,0.0625,0.0833333333,0.0833333333,0.0416666667,0.0208333333,0.0208333333,0,0
A,0.375,0,0.125,0.125,0,0.125,0.125,0.125,0,0,0,0
A,0.3333333333,0.3333333333,0.1666666667,0,0.1666666667,0,0,0,0,0,0,0
A,0.1,0.2,0.2666666667,0.0666666667,0.1666666667,0.0666666667,0.0333333333,0.1,0,0,0,0
A,0.1176470588,0.1176470588,0.2941176471,0,0.0588235294,0.1764705882,0.0588235294,0.0588235294,0.0588235294,0.0588235294,0,0
A,0.125,0.2083333333,0.0833333333,0.1666666667,0.25,0.0416666667,0.0833333333,0.0416666667,0,0,0,0
A,0.0588235294,0.1176470588,0.1764705882,0,0.1176470588,0.1764705882,0.1176470588,0.1176470588,0.0588235294,0.0588235294,0,0
A,0.1724137931,0.1724137931,0.1379310345,0.0344827586,0.0689655172,0.1379310345,0.0689655172,0.0689655172,0.0689655172,0,0.0689655172,0
A,0.1666666667,0.1666666667,0.1666666667,0,0.1666666667,0.1666666667,0.1666666667,0,0,0,0,0
A,0.1428571429,0,0.1428571429,0.1428571429,0,0.2857142857,0,0.1428571429,0,0.1428571429,0,0
A,0.1,0.2,0.1,0,0,0.1,0.2,0,0.2,0.1,0,0
A,0.1612903226,0.1935483871,0.1290322581,0,0.1935483871,0.0322580645,0.0322580645,0.0967741936,0.1290322581,0,0.0322580645,0
A,0.2,0.2,0.16,0.12,0.08,0,0.04,0.04,0.08,0.08,0,0
A,0.2413793103,0.2068965517,0.1724137931,0.0344827586,0.0344827586,0.1034482759,0.0689655172,0.0344827586,0.0689655172,0,0.0344827586,0
A,0.2448979592,0.1836734694,0.1632653061,0.1224489796,0.0612244898,0.0408163265,0.0408163265,0.0612244898,0.0204081633,0.0204081633,0.0408163265,0
A,0.2105263158,0.2631578947,0.1578947368,0.1052631579,0,0.1052631579,0.052631579,0,0,0.052631579,0.052631579,0
A,0.2941176471,0.1470588235,0.1470588235,0.1176470588,0.0588235294,0.0294117647,0.0882352941,0.0588235294,0.0294117647,0.0294117647,0,0
A,0.3125,0.125,0.1875,0.125,0.125,0,0.0625,0.0625,0,0,0,0
A,0.3333333333,0.0952380952,0.1428571429,0.1428571429,0,0.1428571429,0.0476190476,0.0476190476,0,0,0.0476190476,0
A,0.3157894737,0.2631578947,0.1578947368,0,0.052631579,0.1052631579,0.052631579,0,0,0,0.052631579,0
A,0.25,0,0,0.5,0,0,0.25,0,0,0,0,0
A,0.3333333333,0,0.1666666667,0,0,0,0.1666666667,0.3333333333,0,0,0,0
A,0.2352941176,0.1470588235,0.1470588235,0.0882352941,0.0882352941,0.1176470588,0.0882352941,0.0882352941,0,0,0,0
A,0.1739130435,0.2173913043,0.1739130435,0.0434782609,0.1739130435,0.0869565217,0.0434782609,0.0434782609,0,0,0.0434782609,0
A,0.28,0.08,0.08,0.16,0.08,0.08,0.04,0.16,0,0.04,0,0
A,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0
A,0.2380952381,0.1904761905,0.0476190476,0.0952380952,0.1904761905,0.0476190476,0.0476190476,0.0476190476,0,0.0476190476,0.0476190476,0
A,0.28,0.04,0.08,0.2,0.08,0.12,0.04,0.08,0,0.08,0,0
A,0.3125,0.125,0.125,0.125,0,0.125,0.125,0.0625,0,0,0,0
A,0.2,0.3333333333,0.1333333333,0,0.1333333333,0,0.0666666667,0.0666666667,0,0,0.0666666667,0
A,0.3333333333,0.1666666667,0.1666666667,0.0833333333,0,0.0833333333,0.0833333333,0.0833333333,0,0,0,0
A,0.2727272727,0.0909090909,0.1212121212,0.1212121212,0.0606060606,0.0909090909,0.0606060606,0.0909090909,0.0303030303,0.0606060606,0,0
A,0.2105263158,0.1578947368,0.1052631579,0.052631579,0.1052631579,0,0.1052631579,0.052631579,0.052631579,0.1052631579,0.052631579,0
A,0.2,0.2,0.2,0,0.2,0,0.2,0,0,0,0,0
A,0.1363636364,0.1818181818,0.2727272727,0.0454545455,0.1363636364,0.0454545455,0.0454545455,0.0454545455,0.0909090909,0,0,0
A,0.4285714286,0.1428571429,0,0.1428571429,0.1428571429,0,0.1428571429,0,0,0,0,0
A,0.25,0,0,0,0.5,0,0.25,0,0,0,0,0
A,0.1111111111,0.1666666667,0.1666666667,0.1666666667,0,0.1666666667,0.0555555556,0.0555555556,0,0.0555555556,0.0555555556,0
A,0.25,0,0.125,0,0.125,0,0.125,0.25,0.125,0,0,0
A,0.1666666667,0.125,0.125,0.125,0.0833333333,0.125,0.125,0.0416666667,0.0416666667,0,0.0416666667,0
A,0.2307692308,0.1538461538,0.1538461538,0,0.0769230769,0.0769230769,0.0769230769,0,0.2307692308,0,0,0
A,0.2,0.15,0.25,0.1,0.1,0.05,0.05,0,0.05,0.05,0,0
A,0.275862069,0.1379310345,0.1379310345,0.1034482759,0.1034482759,0.1034482759,0.0344827586,0.0344827586,0.0689655172,0,0,0
A,0.2941176471,0.1176470588,0.0588235294,0.1176470588,0.0588235294,0.0588235294,0.0588235294,0.0588235294,0.0588235294,0.1176470588,0,0
A,0.1652173913,0.2086956522,0.147826087,0.0869565217,0.0695652174,0.0869565217,0.052173913,0.0608695652,0.0869565217,0.0347826087,0,0
A,0.2258064516,0.1290322581,0.0967741936,0.1935483871,0.0967741936,0.0967741936,0.0322580645,0.0967741936,0.0322580645,0,0,0
A,0.2272727273,0.1363636364,0.1363636364,0.0909090909,0.0454545455,0.0454545455,0.0454545455,0,0.1818181818,0.0454545455,0.0454545455,0
A,0.2173913043,0.2608695652,0.1304347826,0,0.0434782609,0.0869565217,0.1304347826,0,0.0434782609,0.0869565217,0,0
A,0.2692307692,0.1538461538,0.0769230769,0.1538461538,0.0769230769,0.0384615385,0.0769230769,0.1153846154,0,0.0384615385,0,0
A,0.2564102564,0.1282051282,0.1282051282,0.0769230769,0.1282051282,0.0769230769,0.0769230769,0.0769230769,0.0256410256,0.0256410256,0,0
A,0.1481481481,0.1481481481,0.2592592593,0.037037037,0.037037037,0.037037037,0.0740740741,0.1111111111,0,0.1481481481,0,0
A,0.1666666667,0.0833333333,0.1388888889,0.0833333333,0.1666666667,0.0277777778,0.1111111111,0.1388888889,0.0277777778,0.0555555556,0,0
A,0.2,0.2,0.1714285714,0.0285714286,0.2,0.0571428571,0.0285714286,0.0571428571,0.0285714286,0.0285714286,0,0
A,0.2195121951,0.2195121951,0.1463414634,0.0731707317,0.0731707317,0.0975609756,0.0243902439,0.0975609756,0.0243902439,0.0243902439,0,0
A,0.125,0.1875,0.1875,0.0416666667,0.0833333333,0.1041666667,0.0833333333,0.0625,0.0416666667,0.0833333333,0,0
A,0.2413793103,0.1379310345,0.1379310345,0.0689655172,0.1379310345,0.1034482759,0.0344827586,0.1034482759,0,0.0344827586,0,0
A,0.2173913043,0.2173913043,0.0869565217,0.1304347826,0.0869565217,0.0434782609,0.1739130435,0.0434782609,0,0,0,0
A,0.1777777778,0.2666666667,0.1555555556,0.0444444444,0.0666666667,0.0666666667,0.0444444444,0.1333333333,0.0222222222,0.0222222222,0,0
A,0.2647058824,0.2058823529,0.1764705882,0.0588235294,0.0882352941,0.1176470588,0.0294117647,0.0294117647,0.0294117647,0,0,0
A,0.6,0,0,0,0,0,0,0.2,0,0.2,0,0
A,0.3333333333,0.1666666667,0.1666666667,0,0,0,0.1666666667,0,0,0.1666666667,0,0
A,0.1818181818,0.0909090909,0.2727272727,0,0.1818181818,0.0909090909,0.0909090909,0.0909090909,0,0,0,0
A,0.2083333333,0.2083333333,0.2083333333,0.0833333333,0.125,0.125,0,0.0416666667,0,0,0,0
A,0.2173913043,0.1739130435,0.1304347826,0.0869565217,0.1739130435,0.0434782609,0.0434782609,0.1304347826,0,0,0,0
A,0.2413793103,0.0344827586,0.1034482759,0.0689655172,0.1379310345,0.1379310345,0.1034482759,0.0689655172,0.0689655172,0.0344827586,0,0
A,0.1666666667,0,0.1666666667,0,0,0.1666666667,0.1666666667,0,0.1666666667,0.1666666667,0,0
A,0.1428571429,0.1428571429,0.2857142857,0,0,0,0.1428571429,0.1428571429,0.1428571429,0,0,0
A,0.1818181818,0.0909090909,0.0909090909,0,0.2727272727,0,0.1818181818,0.0909090909,0.0909090909,0,0,0
A,0.1333333333,0.2,0.0666666667,0.0666666667,0.2,0,0.2,0,0.1333333333,0,0,0
A,0.1764705882,0.1764705882,0.1176470588,0.0588235294,0.1176470588,0.1176470588,0.0588235294,0.0294117647,0.0882352941,0.0294117647,0.0294117647,0
A,0.2222222222,0.1851851852,0.1481481481,0.0740740741,0.037037037,0.037037037,0.037037037,0.037037037,0.1481481481,0.0740740741,0,0
A,0.5,0,0.125,0.125,0,0.125,0.125,0,0,0,0,0
A,0.1379310345,0.1034482759,0.275862069,0.1034482759,0,0.1379310345,0.1034482759,0.1034482759,0,0.0344827586,0,0
A,0.1666666667,0.0555555556,0.1666666667,0.1666666667,0.1111111111,0.1111111111,0.1666666667,0,0,0.0555555556,0,0
A,0.2173913043,0.2173913043,0.1739130435,0,0.2173913043,0.0869565217,0.0434782609,0.0434782609,0,0,0,0
A,0.2,0.2,0.2,0.2,0,0,0.2,0,0,0,0,0
A,0.2962962963,0.1851851852,0.1111111111,0.0740740741,0.1481481481,0.037037037,0.037037037,0.1111111111,0,0,0,0
A,0.4166666667,0.25,0.1666666667,0,0,0,0.0833333333,0.0833333333,0,0,0,0
A,0.1176470588,0.2352941176,0.2352941176,0.1176470588,0.0588235294,0.1176470588,0.0588235294,0.0588235294,0,0,0,0
A,0.125,0.25,0.25,0,0,0.0625,0.0625,0.125,0.0625,0.0625,0,0
A,0.25,0.0833333333,0.0833333333,0.1666666667,0,0.0833333333,0.0833333333,0,0.1666666667,0.0833333333,0,0
A,0.2727272727,0.0909090909,0,0.2727272727,0,0.0909090909,0.0909090909,0,0,0.0909090909,0.0909090909,0
A,0.1666666667,0.25,0.1666666667,0,0.0833333333,0.0833333333,0.0833333333,0.0833333333,0,0.0833333333,0,0
A,0.2105263158,0.1842105263,0.1052631579,0.1315789474,0.1578947368,0.0263157895,0.052631579,0.0789473684,0.052631579,0,0,0
A,0.3333333333,0.1458333333,0.0208333333,0.1875,0.1041666667,0.0625,0.0416666667,0.0416666667,0.0416666667,0.0208333333,0,0
A,0.4444444444,0.1111111111,0,0.1111111111,0,0.1111111111,0.1111111111,0,0.1111111111,0,0,0
A,0.1333333333,0.1333333333,0.1333333333,0,0.2,0.0666666667,0.0666666667,0.1333333333,0.1333333333,0,0,0
A,0.1818181818,0.1818181818,0.1818181818,0,0.2727272727,0.0909090909,0.0909090909,0,0,0,0,0
A,0.2,0.12,0.16,0.16,0.08,0.08,0.04,0.08,0.04,0.04,0,0
A,0.21875,0.1875,0.1875,0.09375,0.09375,0.03125,0.03125,0.125,0,0.03125,0,0
A,0.2,0.2285714286,0.2571428571,0.0285714286,0.0571428571,0.0571428571,0.0857142857,0.0571428571,0.0285714286,0,0,0
A,0.2380952381,0.1428571429,0.1428571429,0.1904761905,0.0476190476,0.0952380952,0.0476190476,0.0476190476,0.0476190476,0,0,0
A,0.3846153846,0.0769230769,0,0.1538461538,0.1538461538,0.0769230769,0.0769230769,0.0769230769,0,0,0,0
A,0.3333333333,0.1666666667,0,0.1111111111,0.1111111111,0.1111111111,0.0555555556,0.0555555556,0.0555555556,0,0,0
A,0.1960784314,0.2156862745,0.137254902,0.0784313726,0.0784313726,0.0392156863,0.0784313726,0.0784313726,0.0588235294,0,0.0392156863,0
A,0.2142857143,0.2142857143,0.0714285714,0.1428571429,0.1428571429,0.1428571429,0.0714285714,0,0,0,0,0
A,0.2424242424,0.0909090909,0.1212121212,0.0606060606,0.1212121212,0.0606060606,0.0606060606,0.1212121212,0.0606060606,0.0303030303,0.0303030303,0
A,0.28,0.08,0.12,0.16,0.16,0.04,0.12,0,0,0.04,0,0
A,0.3333333333,0,0.1111111111,0.1111111111,0.2222222222,0,0.1111111111,0.1111111111,0,0,0,0
A,0.1578947368,0.1578947368,0.052631579,0.052631579,0.1578947368,0.052631579,0.1052631579,0.052631579,0.1052631579,0.052631579,0.052631579,0
A,0.2068965517,0.275862069,0.0862068966,0.0344827586,0.1206896552,0,0.0517241379,0.0862068966,0.0689655172,0.0689655172,0,0
A,0.1923076923,0.1923076923,0.0769230769,0.1153846154,0.0769230769,0.1153846154,0,0.0384615385,0.0384615385,0.0769230769,0.0769230769,0
A,0.2083333333,0.2083333333,0.0833333333,0,0.1666666667,0,0.0833333333,0.1666666667,0.0416666667,0,0.0416666667,0
A,0.0833333333,0.1666666667,0.3333333333,0,0.0833333333,0.0833333333,0.0833333333,0.0277777778,0.0277777778,0.0555555556,0.0555555556,0
A,0.2,0.1818181818,0.1272727273,0.1090909091,0.0727272727,0.0727272727,0.0181818182,0.1636363636,0.0181818182,0.0363636364,0,0
A,0.3529411765,0.0588235294,0.1176470588,0.2058823529,0.0294117647,0.0294117647,0.1176470588,0.0588235294,0,0.0294117647,0,0
A,0.2881355932,0.1016949153,0.1694915254,0.0847457627,0.1016949153,0.0847457627,0.0847457627,0.0847457627,0,0,0,0
A,0.3076923077,0.0769230769,0.0769230769,0.0769230769,0.3076923077,0,0.0769230769,0.0769230769,0,0,0,0
A,0.2666666667,0.1333333333,0.1333333333,0.0666666667,0.0666666667,0,0.0666666667,0.0666666667,0,0.2,0,0
A,0.2777777778,0.1111111111,0.1388888889,0.1111111111,0.1111111111,0.0277777778,0.0277777778,0.1111111111,0.0555555556,0.0277777778,0,0
A,0.25,0.25,0.125,0.125,0,0,0.125,0,0,0.125,0,0
A,0.1111111111,0.3333333333,0.1111111111,0,0.1111111111,0.1111111111,0.1111111111,0.1111111111,0,0,0,0
A,0.1612903226,0.2580645161,0.1935483871,0.1290322581,0,0.064516129,0.064516129,0,0.064516129,0.064516129,0,0
A,0.4375,0.125,0.0625,0.125,0.0625,0,0,0.125,0,0.0625,0,0
A,0.2222222222,0.1111111111,0.2222222222,0.2222222222,0,0.1111111111,0.1111111111,0,0,0,0,0
A,0.2222222222,0.3333333333,0.1111111111,0,0,0.1111111111,0.0555555556,0.1111111111,0.0555555556,0,0,0
A,0.3461538462,0.1923076923,0.0769230769,0.0769230769,0.0769230769,0.0384615385,0.0384615385,0.1153846154,0.0384615385,0,0,0
A,0.2727272727,0.0909090909,0.0909090909,0.1818181818,0.0454545455,0.1363636364,0.0454545455,0.0454545455,0,0.0909090909,0,0
A,0.1666666667,0.1111111111,0.2777777778,0.0833333333,0.0833333333,0.1388888889,0.0833333333,0.0277777778,0.0277777778,0,0,0
A,0.2,0.2,0.1,0.1,0,0.1,0.1,0.1,0.1,0,0,0
A,0.1851851852,0.2222222222,0.037037037,0.0740740741,0.1851851852,0.1111111111,0.037037037,0.0740740741,0,0.0740740741,0,0
A,0.25,0.15,0.1,0.05,0.25,0,0.05,0.05,0,0.05,0,0.05
A,0.1428571429,0.0952380952,0.1904761905,0.0476190476,0.1428571429,0.0952380952,0,0.1428571429,0,0.1428571429,0,0
A,0.2105263158,0.1578947368,0.1052631579,0.2105263158,0.052631579,0.052631579,0.1052631579,0.052631579,0,0.052631579,0,0
A,0.2222222222,0.2222222222,0.1111111111,0.1111111111,0,0.1111111111,0.1111111111,0,0.1111111111,0,0,0
A,0.1578947368,0.2105263158,0.1052631579,0,0.2105263158,0.1052631579,0,0.1052631579,0,0.052631579,0.052631579,0
A,0.2307692308,0.1384615385,0.1538461538,0.1076923077,0.0769230769,0.0923076923,0.0923076923,0.0769230769,0,0.0307692308,0,0
A,0.1818181818,0.2727272727,0.1818181818,0.0909090909,0.1818181818,0.0909090909,0,0,0,0,0,0
A,0.2068965517,0.1379310345,0.2413793103,0.1034482759,0.0344827586,0,0.0344827586,0.1724137931,0,0.0344827586,0.0344827586,0
A,0.1714285714,0.2571428571,0.1142857143,0.0857142857,0.0285714286,0.0857142857,0.0285714286,0.0857142857,0.0857142857,0.0285714286,0.0285714286,0
A,0.3333333333,0.1666666667,0.1666666667,0.1666666667,0,0,0.1666666667,0,0,0,0,0
A,0.1388888889,0.1666666667,0.25,0.0555555556,0.0833333333,0.0833333333,0.0277777778,0.1388888889,0.0277777778,0.0277777778,0,0
A,0.25,0.1346153846,0.1538461538,0.0384615385,0.0961538462,0.0769230769,0.0384615385,0.1153846154,0,0.0576923077,0.0384615385,0
A,0.2105263158,0.052631579,0.052631579,0.2105263158,0.1578947368,0.1052631579,0,0.052631579,0,0.1578947368,0,0
A,0.2666666667,0.2,0.0666666667,0.1333333333,0.0666666667,0,0,0.1333333333,0.0666666667,0.0666666667,0,0
A,0.1578947368,0.2368421053,0.1578947368,0.1315789474,0.0263157895,0.1052631579,0.052631579,0.0789473684,0.0263157895,0,0.0263157895,0
A,0.2631578947,0.1578947368,0.1842105263,0.0789473684,0.0263157895,0.052631579,0.052631579,0.1052631579,0,0.052631579,0.0263157895,0
A,0.3076923077,0.1538461538,0.0769230769,0.1538461538,0.0769230769,0.0769230769,0,0.0769230769,0,0.0769230769,0,0
A,0.2682926829,0.1463414634,0.0731707317,0.0731707317,0.1707317073,0.0243902439,0.0975609756,0.0975609756,0.0243902439,0.0243902439,0,0
A,0.3125,0.25,0.125,0,0.0625,0.125,0.0625,0.0625,0,0,0,0
A,0.375,0.25,0.125,0,0,0,0.125,0,0,0.125,0,0
A,0.25,0.1666666667,0.0833333333,0.0416666667,0.2083333333,0.0833333333,0.125,0.0416666667,0,0,0,0
A,0.1538461538,0.3076923077,0.3076923077,0.0769230769,0,0.1538461538,0,0,0,0,0,0
A,0.1538461538,0.0384615385,0.2692307692,0.0384615385,0.1346153846,0.0192307692,0.2307692308,0.0384615385,0.0192307692,0.0576923077,0,0
A,0.125,0.125,0.25,0,0.25,0,0.125,0.125,0,0,0,0
A,0.0833333333,0.25,0.0833333333,0.0833333333,0.3333333333,0,0.0833333333,0,0,0.0833333333,0,0
A,0.2307692308,0.1730769231,0.1153846154,0.1153846154,0.0961538462,0.1153846154,0.0192307692,0.0961538462,0.0192307692,0.0192307692,0,0
A,0.1555555556,0.1777777778,0.1777777778,0.0888888889,0.0666666667,0.0888888889,0.0444444444,0.0666666667,0.0222222222,0.0888888889,0.0222222222,0
A,0.1891891892,0.1891891892,0.1351351351,0.0810810811,0.0810810811,0.1081081081,0.027027027,0.0810810811,0.1081081081,0,0,0
A,0.1960784314,0.137254902,0.1176470588,0.0784313726,0.1176470588,0.137254902,0.0392156863,0.0980392157,0.0588235294,0.0196078431,0,0
A,0.25,0.1875,0.0625,0.125,0.125,0,0.1875,0,0.0625,0,0,0
A,0.25,0.1785714286,0.1785714286,0.0714285714,0.0714285714,0.0357142857,0.0714285714,0.0714285714,0.0714285714,0,0,0
A,0.25,0.2,0.15,0.15,0.05,0.05,0.05,0,0.1,0,0,0
A,0.1428571429,0.1428571429,0.1904761905,0.0476190476,0.2380952381,0,0.1428571429,0.0952380952,0,0,0,0
A,0.25,0.25,0,0,0,0,0.25,0,0.25,0,0,0
A,0.3,0,0.1,0.3,0.1,0,0.1,0.1,0,0,0,0
A,0.3636363636,0.1818181818,0.0909090909,0.2727272727,0,0,0,0,0,0,0.0909090909,0
A,0.1428571429,0.2077922078,0.1428571429,0.0779220779,0.051948052,0.0909090909,0.1038961039,0.0649350649,0.051948052,0.025974026,0.038961039,0
A,0.1612903226,0.1290322581,0.2258064516,0.1290322581,0.0967741936,0.064516129,0.0322580645,0.0967741936,0,0.064516129,0,0
